NLC,Estacion,Entradas_semana,Entradas_sabado,Entradas_domingo,Salidas_semana,Salidas_sabado,Salidas_domingo,Entradas_salidas_anual_millones
618,Kensington (Olympia),1640,6965,4157,1616,6391,4232,2.01
619,Kentish Town,13857,8998,6164,12940,8053,5434,8.35
620,Kenton,3327,2130,1415,3331,2096,1391,2.07
621,Kew Gardens,6662,5484,4385,6497,5058,4007,4.37
622,Kilburn,13475,10578,7920,12733,9837,7841,8.62
623,Kilburn Park,5153,4424,3149,4948,4116,3070,3.37
624,Kingsbury,8439,5685,4019,8092,5386,3853,5.22
625,King's Cross St. Pancras,149150,117237,98579,146864,112360,89348,97.92
626,Knightsbridge,25026,28003,19735,23810,25435,15400,17.21
627,Ladbroke Grove,9327,9009,4625,8878,7205,3950,5.95
628,Lambeth North,5443,5072,3865,4887,4542,3243,3.53
629,Lancaster Gate,9568,7851,6492,9120,7473,5692,6.24
630,Latimer Road,4190,2164,1532,4003,1922,1457,2.46
631,Leicester Square,49948,71173,41846,47341,69316,39694,36.73
632,Leyton,20416,17743,12375,20276,15780,11901,13.47
633,Leytonstone,17433,12923,8810,16820,12061,8660,11.0
634,Liverpool Street,112437,56259,42894,111688,60262,41470,67.74
635,London Bridge,113606,78569,45408,107048,75800,42694,69.05
636,Loughton,5830,3837,2098,5817,3635,2116,3.58
637,Maida Vale,5434,3803,2676,4864,3331,2587,3.29
638,Manor House,13539,11134,8587,12569,9598,8442,8.69
639,Mansion House,11584,2766,2046,11730,2602,1818,6.41
640,Marble Arch,22337,19161,13651,19926,15796,11629,14.0
641,Marylebone,20984,14952,11935,21656,15163,10853,13.7
642,Mile End,24959,18224,13261,23873,16737,13471,15.75
643,Mill Hill East,2397,1202,769,2154,1414,877,1.38
645,Moorgate,46698,5823,3961,54744,7320,4878,26.87
646,Moor Park,1717,639,364,1558,619,381,0.94
647,Morden,17036,11546,8648,15608,10490,8367,10.41
648,Mornington Crescent,7868,4752,11598,7293,3435,2327,5.08
649,Neasden,6327,4364,3153,5707,4027,2998,3.84
650,Newbury Park,9329,6362,4269,8148,5762,3775,5.53
653,North Acton,11190,6407,4544,11023,5915,4405,6.79
654,North Ealing,1402,939,594,1232,801,601,0.83
655,Northfields,6422,4279,3038,6197,3990,3159,3.99
656,North Harrow,3285,1730,1051,3165,1540,990,1.92
657,Northolt,8427,5747,3834,8044,5234,3657,5.18
659,North Wembley,2917,1966,1404,2693,1751,1332,1.77
660,Northwick Park,7679,3607,2678,7553,3270,2612,4.52
661,Northwood,5509,2592,1587,4747,2373,1533,3.04
662,Northwood Hills,3435,1901,1167,3250,1694,1117,2.01
663,Notting Hill Gate,23741,23951,14101,23447,27388,15288,16.34
664,Oakwood,4407,3555,2568,4331,3560,2689,2.89
665,Old Street,42971,26666,18023,41107,31508,17321,26.38
667,Osterley,3452,2532,1787,3408,2291,1686,2.19
668,Oval,11909,8303,5763,11272,7631,5485,7.36
669,Oxford Circus,121364,103026,63185,136405,113894,65547,84.09
670,Paddington,78992,48872,41733,76087,46671,36560,48.82
671,Park Royal,3241,2138,1477,3221,2097,1391,2.02
672,Parsons Green,11793,6549,3870,10566,5924,3847,6.76
673,Perivale,4207,2608,1616,3942,2401,1591,2.51
674,Piccadilly Circus,59266,66956,40514,56959,65289,36412,40.82
675,Pinner,5896,2947,1867,5615,2797,1766,3.43
676,Plaistow,9930,6676,4821,9429,6084,4795,6.13
677,Preston Road,6315,3557,2656,5399,3292,2556,3.63
678,Putney Bridge,8283,6549,3856,8585,6106,3921,5.38
679,Queensbury,7534,4941,3248,7372,4646,3116,4.65
680,Queen's Park,9409,6382,4651,8423,5362,4298,5.65
681,Queensway,11823,12040,9727,12303,12466,9693,8.52
682,Ravenscourt Park,5336,3061,2127,5132,2900,2176,3.21
683,Rayners Lane,6991,4352,2955,6986,4145,2910,4.32
684,Redbridge,4737,3633,2523,4378,3134,2295,2.94
685,Regent's Park,5675,3012,2035,6202,3595,2428,3.61
686,Richmond,11845,13954,7259,12226,12874,7072,8.33
687,Rickmansworth,4966,2059,1190,4381,1888,1139,2.71
688,Roding Valley,618,215,117,704,178,112,0.37
690,Royal Oak,4309,2687,1941,4048,2540,1990,2.62
691,Ruislip,3187,2193,1269,3186,2159,1237,1.99
692,Ruislip Gardens,2138,1138,651,1718,962,638,1.16
693,Ruislip Manor,3509,2072,1051,3231,1892,1104,2.04
694,Russell Square,18960,12688,9990,16656,12317,9299,11.45
695,St. James's Park,25788,7589,6085,24744,7514,6119,14.29
696,St. John's Wood,12340,7879,6027,12397,7987,6030,7.79
697,St. Paul's,28879,13501,9087,29552,13116,8497,17.2
698,Seven Sisters,28355,23861,17424,26646,22212,16762,18.33
700,Shepherd's Bush (Cen),35840,31455,20749,31808,28881,19340,22.62
702,Sloane Square,27847,18087,12250,27104,18207,12148,17.23
703,Snaresbrook,5596,2776,1754,4055,2562,1753,2.93
704,South Ealing,5789,4409,2847,5650,3988,2805,3.66
705,Southfields,10030,7115,4368,9142,5880,4229,6.03
706,Southgate,8777,6134,4189,8831,5989,4336,5.59
707,South Harrow,3444,2331,1570,3619,2350,1612,2.22
708,South Kensington,50391,42818,34161,49744,44056,33783,33.86
709,South Kenton,1858,1184,696,2099,1086,768,1.21
710,South Ruislip,3364,2125,1323,3190,1971,1279,2.02
711,South Wimbledon,8219,5503,3598,7180,5108,3605,4.87
712,South Woodford,7696,4656,2739,9363,6226,3977,5.28
713,Stamford Brook,4454,2924,1972,4172,2489,1886,2.69
714,Stanmore,6152,4451,3028,6137,4163,3073,3.92
715,Stepney Green,10703,6769,4857,9583,5732,4613,6.34
716,Stockwell,20187,15597,9779,15592,13621,9301,11.7
717,Stonebridge Park,4262,2637,1757,3955,2314,1624,2.54
718,Charing Cross,30496,26272,16589,29715,22288,12347,19.47
719,Stratford,93742,93482,61629,86285,87548,57524,61.99
720,Sudbury Hill,2988,1992,1283,3055,1909,1294,1.88
721,Sudbury Town,3027,1916,1394,2801,1545,1215,1.81
723,Swiss Cottage,12645,8442,5867,11957,8026,5636,7.76
724,Temple,15731,5051,3396,15893,5475,3355,8.95
725,Theydon Bois,1526,1210,697,1454,1073,676,0.95
726,Tooting Bec,13230,9607,6351,12044,8184,6401,8.07
727,Tooting Broadway,25494,19445,13028,24753,18145,13072,16.21
728,Tottenham Court Road,63871,54505,33720,62144,52619,32075,41.33
729,Tottenham Hale,21847,9891,7206,20344,8587,6945,12.47
730,Totteridge & Whetstone,4396,2544,1597,3928,2179,1561,2.54
731,Tower Hill,30036,24595,19675,33220,27252,19866,21.03
733,Tufnell Park,6597,5234,3682,6004,4349,3536,4.11
734,Turnham Green,9699,6579,4508,9809,6553,4591,6.16
735,Turnpike Lane,16200,13744,9948,16215,12547,9888,10.74
736,Upminster,8860,5745,2538,9533,5105,2571,5.52
737,Upminster Bridge,2073,751,377,1999,615,371,1.15
738,Upney,4622,2785,1813,4182,2372,1619,2.7
739,Upton Park,15357,11407,8101,14397,10574,7544,9.59
740,Uxbridge,13974,8494,5256,13371,7825,5194,8.38
741,Victoria,121018,88605,69760,122783,91001,71565,79.36
742,Walthamstow Central,11961,9038,6526,17390,13811,10094,9.59
743,Wanstead,4802,3400,2220,4504,3156,2154,2.95
745,Warren Street,35810,13816,9209,33944,13362,8585,20.11
746,Warwick Avenue,6917,4925,3490,6357,4537,3598,4.27
747,Waterloo,147574,91841,55080,149577,90703,56770,91.27
748,Watford,3307,1654,1067,2873,1671,1001,1.86
751,Wembley Central,8953,7503,5106,9173,7264,4613,5.93
752,Wembley Park,24980,22413,14412,25094,21274,13438,16.58
753,West Acton,2754,2089,1386,2576,1903,1350,1.72
754,Westbourne Park,6923,4582,2906,6272,4048,2973,4.13
755,West Brompton,10006,4731,3077,10024,4141,2825,5.88
756,West Finchley,2897,1590,991,2694,1367,992,1.69
757,West Ham,6946,5447,3826,6466,5392,3805,4.41
758,West Hampstead,20776,13386,9249,16880,10461,8232,11.8
759,West Harrow,2270,1686,941,2611,1742,998,1.53
760,West Kensington,8424,5987,4309,8020,5069,4121,5.23
761,Westminster,38241,31057,24309,39001,31405,23236,25.6
762,West Ruislip,2787,2113,1158,2672,1839,1078,1.72
763,Whitechapel,22590,12479,8781,22633,12820,8960,13.8
764,White City,14693,7316,4358,15280,6845,4401,8.84
765,Willesden Green,13820,10754,8161,13073,9494,7811,8.8
766,Willesden Junction,7566,5164,2908,7514,4743,3028,4.68
767,Wimbledon,18188,15969,10013,20149,16795,10509,12.61
768,Wimbledon Park,3583,2648,1605,3301,2235,1600,2.18
769,Woodford,9442,6937,4140,9537,6301,4142,5.98
770,Wood Green,20042,15815,11793,18949,16020,11415,12.89
771,Woodside Park,5311,2997,2246,6089,3760,2967,3.54
773,Hammersmith (H&C),18267,10832,7344,16945,10088,7076,10.85
774,Edgware Road (Bak),7366,4885,3158,7464,4843,3042,4.62
775,Shepherd's Bush (H&C),5846,5077,3084,5424,4628,3203,3.73
776,Pimlico,18185,10677,8159,17077,10280,8112,10.97
777,Vauxhall,50772,32387,24662,46714,30150,24796,30.83
778,Brixton,51028,40770,28965,48822,40211,28135,32.84
779,Hatton Cross,5026,3758,3016,4737,3613,2987,3.21
780,Heathrow Terminals 123,11347,12041,12845,9606,9810,10471,7.81
781,Heathrow Terminal 4,3253,3419,3494,2885,3391,2989,2.29
783,Heathrow Terminal 5,6659,6383,7743,5700,5191,5919,4.53
784,Southwark,28187,12164,8458,28800,12921,8234,16.71
787,Bermondsey,16503,12706,8848,16121,12536,9373,10.64
788,Canada Water,21804,21533,14625,22150,21539,14887,15.1
789,North Greenwich,40613,35817,28314,42343,36024,29738,28.15
852,Canary Wharf,86663,36234,25994,86803,37893,27770,50.91
884,Canning Town,20492,16422,12206,19892,15457,11613,13.28
